,Acronym,Label,doc_present,rdf_present,Phrase
917,MHS,,True,False,Military Health System
918,DES,,True,False,Disability Evaluation System
919,AFHPSP,,True,False,Armed Forces Health Professions Scholarship Program
920,FAP,,True,False,Financial Assistance Program
921,DMDC,,True,False,Defense Manpower Data Center
922,IP,,True,True,incentive pay
923,SO,,True,False,service obligations
924,HPLRP,,True,False,health professions loan repayment programs
925,HCP,,True,False,health care provider
926,GPE,,True,True,Graduate Professional Education
927,CSP,,True,False,consolidated special pays
928,RB,,True,False,retention bonus
929,BCP,,True,False,board certified pay
930,TPC,,True,False,Third Party Collections
931,MAC,,True,True,Medical Affirmative Claims
932,MSA,,True,False,Medical Services Account
933,RSM,,True,False,recovering Service members
934,RT,,True,False,recovery team
935,CRP,,True,False,Comprehensive Recovery Plan
936,ICD,,True,False,International Classification of Diseases
937,GS,,True,False,General Schedule
938,IDT,,True,False,inactive duty training
939,AGL,,True,False,above ground level
940,MSL,,True,False,mean sea level
941,USDA,,True,True,United States Department of Agriculture
942,UC,,True,False,Unified Capabilities
943,IASP,,True,False,Information Assurance Scholarship Program
944,IA,,True,True,information assurance
945,RCS,,True,True,Report Control Symbol
946,IRMC,,True,False,INFORMATION RESOURCES MANAGEMENT COLLEGE
947,AFIT,,True,False,Air Force Institute of Technology
948,NDU,,True,False,National Defense University
949,GPA,,True,False,grade point average
950,GRE,,True,False,Graduate Record Examination
951,GMAT,,True,False,Graduate Management Admissions Test
952,MS,,True,False,Master of Science
953,COI,,True,False,community of interest
954,DoDHRA,,True,False,DEPARTMENT OF DEFENSE HUMAN RESOURCES ACTIVITY
955,DISA,,True,True,DEFENSE INFORMATION SYSTEMS AGENCY
956,OFSC,,True,False,Organizational and Force Structure Construct
957,GFM,,True,False,Global Force Management
958,DIACAP,,True,False,DoD Information Assurance Certification and Accreditation Process
959,CPI,,True,False,Critical Program Information
960,NSS,,True,False,National Security Systems
961,RPI,,True,False,Real Property Inventory
962,SSN,,True,False,Social Security Number
963,DIOS,,True,False,Defense Intelligence Org Server
964,DIA,,True,False,Defense Intelligence Agency
965,NRO,,True,False,National Reconnaissance Office
966,NCES,,True,False,net centric enterprise services
967,AFOS,,True,False,Air Force Org Server
968,AOS,,True,False,Army Org Server
969,MCOS,,True,False,Marine Corps Org Server
970,NOS,,True,False,Navy Org Server
971,JOS,,True,False,Joint Org Server
972,NGB,,True,False,National Guard Bureau
973,NATO,,True,True,North Atlantic Treaty Organization
974,GOSC,,True,False,General Officer Steering Committee
975,CCB,,True,False,Configuration Control Board
976,DBS,,True,False,defense business systems
977,EA,,True,False,Executive Agent
978,MDA,,True,False,Milestone Decision Authority
979,DISR,,True,False,DoD IT Standards Registry
980,JESC,,True,False,Joint Enterprise Standards Committee
981,JIE,,True,False,Joint Information Environment
982,OMB,,True,True,of Management and Budget
983,HSPD,,True,False,Homeland Security Presidential Directive
984,DSP,,True,False,Defense Standardization Program
985,EB,,True,False,Executive Board
986,IC,,True,True,Intelligence Community
987,SDO,,True,True,standards development organization
988,SOP,,True,False,standard operating procedure
989,PA,,True,False,preparing activity
990,LSA,,True,False,lead standardization activity
991,NIST,,True,False,National Institute of Standards and Technology
992,SSO,,True,False,standards setting organization
993,JCIDS,,True,False,Joint Capabilities Integration and Development System
994,ESG,,True,False,Executive Steering Group
995,IEC,,True,False,International Electrotechnical Commission
996,ITU,,True,False,International Telecommunication Union
997,IETF,,True,False,Internet Engineering Task Force
998,IE,,True,False,Information Enterprise
999,DNI,,True,False,Director of National Intelligence
1000,SCI,,True,True,sensitive compartmented information
1001,SAP,,True,True,special access programs
1002,NIEM,,True,False,National Information Exchange Model
1003,ADSs,,True,False,authoritative data sources
1004,DSE,,True,False,Data Services Environment
1005,PPBE,,True,False,"Planning, Programming, Budgeting, and Execution"
1006,PPSM,,True,True,"Ports, Protocols, and Services Management"
1007,MPE,,True,False,Mission Partner Environment
1008,DDMS,,True,False,Defense Discovery Metadata Specification
1009,RMF,,True,False,Risk Management Framework
1010,DAG,,True,False,Defense Acquisition Guidebook
1011,ABAC,,True,False,attribute based access control
1012,IES,,True,False,information exchange specifications
1013,WSDL,,True,False,Web Service Description Language
1014,NR,,True,False,net ready
1015,KPP,,True,False,key performance parameter
1016,KSA,,True,False,key system attribute
1017,APA,,True,False,additional performance attribute
1018,ICTO,,True,False,interim certificate to operate
1019,JROC,,True,False,Joint Requirements Oversight Council
1020,ISG,,True,False,Interoperability Steering Group
1021,OARL,,True,False,Operating At Risk List
1022,DISN,,True,False,Defense Information Systems Network
1023,JITC,,True,False,Joint Interoperability Test Command
1024,IPG,,True,True,Interoperability Process Guide
1025,DT,,True,False,developmental testing
1026,ITEP,,True,False,Interoperability Test and Evaluation Panel
1027,BEA,,True,False,Business Enterprise Architecture
1028,DCAPE,,True,False,DIRECTOR OF COST ASSESSMENT AND PROGRAM EVALUATION
1029,AoA,,True,False,analysis of alternatives
1030,BCL,,True,False,Business Capability Lifecycle
1031,ISP,,True,False,information support plan
1032,OTA,,True,False,Operational Test Agency
1033,EMD,,True,False,engineering and manufacturing development
1034,CDR,,True,False,critical design review
1035,IATC,,True,False,interim approval to connect
1036,CAO,,True,False,Connection Approval Office
1037,UON,,True,False,urgent operational need
1038,CCR,,True,False,Central Contractor Registration
1039,NM,,True,False,Network Management
1040,GEM,,True,False,GIG Enterprise Management
1041,SM,,True,True,spectrum management
1042,CM,,True,True,configuration management
1043,PBNM,,True,False,policy based network management
1044,IAW,,True,True,in accordance with
1045,SNMP,,True,False,Simple Network Management Protocol
1046,SA,,True,True,situational awareness
1047,SP,,True,False,Special Publication
1048,SCAP,,True,False,Security Content Automation Protocol
1049,SCG,,True,False,Security Classification Guide
1050,PSP,,True,False,Personnel Security Program
1051,GTP,,True,False,GIG technical profile
1052,DIB,,True,False,Defense Industrial Base
1053,DMTF,,True,False,Desktop Management Task Force
1054,CIM,,True,False,Common Information Model
1055,POR,,True,False,programs of record
1056,ES,,True,True,Enterprise Services
1057,BMA,,True,False,Business Mission Area
1058,ISSO,,True,False,Information System Security Officer
1059,CCA,,True,True,cross certification agreements
1060,CCEB,,True,False,Combined Communication Electronics Board
1061,ING,,True,False,Inactive National Guard
1062,MEB,,True,False,MEDICAL EVALUATION BOARD
1063,DFSP,,True,True,DoD Food Service Program
1064,DLA,,True,True,Defense Logistics Agency
1065,WRM,,True,False,War Reserve Materiel
1066,JSPB,,True,False,Joint Subsistence Policy Board
1067,FCI,,True,False,food cost index
1068,CFREP,,True,False,Combat Feeding Research and Engineering Program
1069,CFREB,,True,False,Combat Feeding Research and Engineering Board
1070,BDFA,,True,False,basic daily food allowance
1071,ESM,,True,False,essential station messing
1072,JSORF,,True,False,Joint Service Operational Ration Forum
1073,FNB,,True,False,Food and Nutrition Board
1074,NSRDEC,,True,False,"Natick Soldier Research, Development, and Engineering Center"
1075,AFRS,,True,False,Armed Forces Recipe Service
1076,JSRC,,True,False,Joint Service Recipe Committee
1077,SPVDAP,,True,False,Subsistence Prime Vendor Destination Audit Program
1078,MRE,,True,False,"Meal, Ready to Eat"
1079,AES,,True,False,alternative educational setting
1080,SNM,,True,True,special nuclear material
1081,CCS,,True,False,contamination control station
1082,UMMIPS,,True,True,Uniform Materiel Movement and Issue Priority System
1083,RDD,,True,True,required delivery date
1084,AIT,,True,True,automatic identification technology
1085,ITV,,True,True,in transit visibility
1086,TCSP,,True,True,theater consolidation and shipping points
1087,TDD,,True,True,time definite delivery
1088,SD,,True,False,Standardization Directory
1089,ECM,,True,False,Earth Covered Magazine
1090,AE,,True,True,and explosives
1091,PES,,True,False,potential explosive site
1092,MCE,,True,False,Maximum Credible Event
1093,NEW,,True,False,Net Explosive Weight
1094,NEWQD,,True,False,Net Explosive Weight for Quantity Distance
1095,QD,,True,False,Quantity Distance
1096,POL,,True,False,"petroleum, oil, lubricants"
1097,VERA,,True,False,Voluntary Early Retirement Authority
1098,VSIP,,True,False,Voluntary Separation Incentive Pay
1099,FECA,,True,False,Federal Employees Compensation Act
1100,UN,,True,True,United Nations
1101,DCC,,True,True,Disposal Condition Code
1102,OEBGD,,True,True,overseas environmental baseline guidance document
1103,DDESS,,True,False,Domestic Dependent Elementary and Secondary Schools
1104,MAP,,True,True,Management Action Plan
1105,FYDP,,True,False,Future Years Defense Plan
1106,ECP,,True,True,environmental condition of property
1107,BCT,,True,False,BRAC Cleanup Teams
1108,BEC,,True,False,base environmental coordinator
1109,NDAI,,True,False,no DoD action indicated
1110,JEP,,True,False,Joint Execution Plan
1111,NRI,,True,False,NATURAL RESOURCE INJURY
1112,FBI,,True,False,Federal Bureau of Investigation
1113,IDS,,True,False,INTRUSION DETECTION SYSTEMS
1114,SPP,,True,False,STANDING PRACTICE PROCEDURES
1115,JDS,,True,False,Joint Dissemination System
1116,CTIP,,True,False,Combating Trafficking in Persons
1117,LIG,,True,False,Lead Inspector General
1118,NCCD,,True,False,nuclear certified computer data
1119,LAA,,True,False,Limited Access Authorization
1120,DIBRS,,True,False,Defense Incident Based Reporting System
1121,PID,,True,False,Personal Identifier Data
1122,HIPAA,,True,False,Health Insurance Portability and Accountability Act
1123,FOIA,,True,False,Freedom of Information Act
1124,UCR,,True,False,Uniform Crime Reporting
1125,PHI,,True,False,protected health information
1126,JPME,,True,False,Joint Professional Military Education
